diseaseId,disease_mention,geneId,gene_mention,pmid,raw_sentence,associationType
MESH:D004630,emergency department,3929,LBP,28135842,"In this study, we assessed the diagnostic accuracy of LBP for sepsis in the emergency department (ED) patients, comparing it with more established biomarkers of sepsis, including procalcitonin (PCT) and C-reactive protein (CRP).",Negative
MESH:D011475,OS,4255,MGMT,28136055,CONCLUSIONS: CIL failed to prolong PFS or OS in patients with newly diagnosed glioblastoma and methylated MGMT gene promoter.,Negative
MESH:D019294,CTX,2064,HER2,28136560,"194 (75%) patients received chemotherapy (CTX), 204 (81%) hormonal therapy and 37/48 (77%) HER2-pos patients received trastuzumab.",Negative
MESH:D001847,BMD,3719702,rsp=-0.134,28136569,"Tumor size was negatively associated with spine BMD/Tscore ([rsp=-0.134, p=0.06], [rsp=-0.136, p=0.04], respectively, [Spearman Correlation Analysis]).",Negative
OMIM:135300,HGF,7422,VEGF,28136573,"METHODS: The dtectDx Breast test measures the concentrations of IL-8, IL-12, VEGF, CEA, and HGF via ELISA.",Negative
MESH:D004194,MF/MC disease,2064,HER2,28136627,"HIV-infected patients with breast cancer presented with more HER2 positivity, higher grade, less favorable luminal B subtype, and more MF/MC disease.",Negative
MESH:D030342,autosomal recessive disorder,1080,cystic fibrosis transmembrane conductance regulator,28130182,"Cystic fibrosis (CF) is an autosomal recessive disorder caused by mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene, which often leads to protein misfolding and no CFTR surface localization.",Negative
MESH:D030342,autosomal recessive disorder,12638,CFTR,28130182,"Cystic fibrosis (CF) is an autosomal recessive disorder caused by mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene, which often leads to protein misfolding and no CFTR surface localization.",Negative
MESH:D009765,obesity,18145,NPC1,28130309,Some Shanghai Clinical Center f a role of Niemann-Pick type C1 (NPC1) for obesity traits.,Negative
MESH:D008545,melanoma,13190,tyrosinase-related protein-2,28130732,"In addition, Pt5 inhibited the expression of TYR, tyrosinase-related protein-1 (TRP-1), tyrosinase-related protein-2 (TRP-2), and microphthalmia-associated transcription factor (MITF) in B16F10 melanoma cells and reduced the intracellular cyclic adenosine monophosphate (cAMP) concentration in the cells, but it did not affect the cellular contents of pERK1/2 and b-catenin, suggesting that Pt5 regulates melanin biosynthesis via cAMP signaling pathway rather than Wnt and MAPK pathways.",Negative
MESH:D008850,microphthalmia,13190,tyrosinase-related protein-2,28130732,"In addition, Pt5 inhibited the expression of TYR, tyrosinase-related protein-1 (TRP-1), tyrosinase-related protein-2 (TRP-2), and microphthalmia-associated transcription factor (MITF) in B16F10 melanoma cells and reduced the intracellular cyclic adenosine monophosphate (cAMP) concentration in the cells, but it did not affect the cellular contents of pERK1/2 and b-catenin, suggesting that Pt5 regulates melanin biosynthesis via cAMP signaling pathway rather than Wnt and MAPK pathways.",Negative
MESH:D002289,non-small cell lung cancer,2693,ghrelin receptor,28136313,UNASSIGNED: 42 Background: Anamorelin HCl (ANA) is an oral ghrelin receptor agonist in development for non-small cell lung cancer (NSCLC)-associated anorexia/cachexia.,Negative
MESH:D007415,intestinal obstruction,1440,GCSF,28136468,"Pts with any of the following conditions were considered at high risk for readm: significant pain, wounds, intestinal obstruction, refractory neutropenia despite GCSF, elderly/frail, unstable housing, patient/family non-compliance, rapid cancer progression, refusal of appropriate hospice care, and stalled care plans.",Negative
MESH:D002285,DCIS,6588,SLN,28136558,UNASSIGNED: 87 Background: The overall incidence of SLN metastases in pure DCIS is < 1% and the results of SLNB do not usually impact treatment or survival but adds significant surgical morbidity.,Negative
MESH:D011475,overall survival,1593,CTx,28136788,UNASSIGNED: 295 Background: Randomized phase III clinical trial data (S8710) supports an overall survival (OS) advantage with neo-CTx for muscle-invasive urothelial carcinoma (miUC) patients (pts) prior to cystectomy.,Negative
MESH:D006623,von Hippel-Lindau,6390,Succinate Dehydrogenase-B,28137109,They occur both sporadically and with familial cancer syndromes such as von Hippel-Lindau (VHL) or Succinate Dehydrogenase-B (SDH-B) deficiency.,Negative
MESH:D011475,overall survival,1586,CYP17,28137142,"UNASSIGNED: 5 Background: AA, a specific inhibitor of CYP17, blocks androgen biosynthesis and improves overall survival (OS) in mCRPC post-docetaxel (Lancet Oncol 2012;13:983-92).",Negative
MESH:D001943,breast cancer,12775,CCR7,28137279,"We recently reported that the chemokine receptor CCR7, a multi-functional regulator of breast cancer, maintains the stem-like cell population.",Negative
MESH:D009369,cancer,12775,CCR7,28137279,"We recently reported that the chemokine receptor CCR7, a multi-functional regulator of breast cancer, maintains the stem-like cell population.",Negative
MESH:D015658,HIV-TAT,26038167,rpoA,28131301,"In this study, we designed a peptide nucleic acid covalently conjugated to the HIV-TAT cell penetrating peptide (GRKKKRRQRRRYK) in order to target the RNA polymerase a subunit gene (rpoA) required for bacterial genes transcription.",Negative
MESH:D009133,SMA,387150,miR-132,28131311,"In this study, we selectively characterized the expression of miR-9, miR-206, and miR-132 in spinal cord, skeletal muscle, and serum from SMA transgenic mice, and in serum from SMA patients.",Negative
MESH:D009133,SMA,387202,miR-206,28131311,"In this study, we selectively characterized the expression of miR-9, miR-206, and miR-132 in spinal cord, skeletal muscle, and serum from SMA transgenic mice, and in serum from SMA patients.",Negative
MESH:D028361,mitochondrial damage,234847,paraplegin,28131770,"Furthermore, whether lisuride can alleviate mitochondrial damage of DAergic neurons induced by 6-OHDA, we investigated the expression of the mitochondrial regulatory protein, paraplegin, and changes in mitochondria morphology.",Negative
MESH:D009205,VMC,74006,Dynamin-related protein 1,28131843,"In this study, we aimed to explore the role of Dynamin-related protein 1 (Drp1)-linked mitochondrial fission in VMC.",Negative
MESH:D007511,ischemic,230796,Adipose,28131942,UNASSIGNED: Adipose-derived stem cells (ASCs) secrete several angiogenic growth factors and can be applied to treat ischemic tissue.,Negative
MESH:D000544,Alzheimer's disease,19164,PS1,28132667,"However, the functional outcome of PS1 phosphorylation and its significance for Alzheimer's disease (AD) pathogenesis is poorly understood.",Negative
MESH:D003677,display deficiency,378972,akt2,28132765,"Furthermore, akt2-null zebrafish display deficiency in fin ray development, but their cartilage is not affected.",Negative
MESH:D018149,impaired glucose homeostasis,378972,akt2,28132765,"Similar to observations in akt2-null mice, akt2-null zebrafish display impaired glucose homeostasis.",Negative
MESH:D003677,display deficiency,11652,akt2,28132765,"Furthermore, akt2-null zebrafish display deficiency in fin ray development, but their cartilage is not affected.",Negative
MESH:D006130,growth deficiency,11652,akt2,28132765,"Akt2-null zebrafish exhibit partial lethality and severe growth deficiency, which is different from those observed in akt2-null mice.",Negative
MESH:D018149,impaired glucose homeostasis,11652,akt2,28132765,"Similar to observations in akt2-null mice, akt2-null zebrafish display impaired glucose homeostasis.",Negative
MESH:D009103,MS,6697,SPR,28132898,"After luciferase reporter assays revealed that the G-quadruplex could inhibit the activity of the FGFR2 promoter, MS and SPR showed binding affinity and selectivity of the ligand.",Negative
MESH:D030342,autosomal recessive disorder,3032,HADHB,28132977,Mitochondrial trifunctional protein (MTP) deficiency is a rare autosomal recessive disorder of mitochondrial fatty acid beta-oxidation caused by HADHA or HADHB mutation.,Negative
MESH:D030342,autosomal recessive disorder,3030,HADHA,28132977,Mitochondrial trifunctional protein (MTP) deficiency is a rare autosomal recessive disorder of mitochondrial fatty acid beta-oxidation caused by HADHA or HADHB mutation.,Negative
MESH:D003251,stenosis,963084,CPT-11,28133061,"The patient then received 2 courses of second line chemotherapy consisting of biweekly CPT-11; however, the tumor progressed and caused stenosis of the stomach.",Negative
MESH:D009369,tumor,963084,CPT-11,28133061,"The patient then received 2 courses of second line chemotherapy consisting of biweekly CPT-11; however, the tumor progressed and caused stenosis of the stomach.",Negative
MESH:C535533,intrahepatic cholangiocarcinoma,1084,CEA,28133124,"An 82-year-old man with upper abdominal pain was referred to our hospital because of an elevated serum CEA level and dilatation of the intrahepatic bile ducts on ultrasonography.Computed tomography revealed a hypovascular mass measuring 5.0 cm in size in the lateral section, dilatation of the peripheral intrahepatic bile ducts, and swollen lymph nodes around the lesser curvature of the stomach, the common hepatic artery, and the paraaorta.He was diagnosed with unresectable intrahepatic cholangiocarcinoma, and he received chemotherapy with biweekly gemcitabine plus cisplatin.After 33 courses of the chemotherapy, computed tomography revealed that the tumor size decreased over 63%, and all swollen lymph nodes had almost resolved.He underwent a left hemihepatectomy 1 year 6 months after the start of the chemotherapy.He remains alive and well with no evidence of recurrence, 11 months after resection.",Negative
MESH:D006331,cardiac remodelling,16153,interleukin 10,28134069,"After 20 days, infected mice presented reduced vitamin C and E tissue levels, high cytokines (interferon gamma, tumour necrosis factor-a, interleukin 10 and chemokine ligand 2), prostaglandin F2a (PGF2a ) and nitric oxide (NO) cardiac production, intense myocarditis and reactive tissue damage, which was directly correlated with the intensity of the inflammatory infiltrate and the degree of pathological cardiac remodelling.",Negative
MESH:D009205,myocarditis,16153,interleukin 10,28134069,"After 20 days, infected mice presented reduced vitamin C and E tissue levels, high cytokines (interferon gamma, tumour necrosis factor-a, interleukin 10 and chemokine ligand 2), prostaglandin F2a (PGF2a ) and nitric oxide (NO) cardiac production, intense myocarditis and reactive tissue damage, which was directly correlated with the intensity of the inflammatory infiltrate and the degree of pathological cardiac remodelling.",Negative
MESH:D009336,necrosis,16153,interleukin 10,28134069,"After 20 days, infected mice presented reduced vitamin C and E tissue levels, high cytokines (interferon gamma, tumour necrosis factor-a, interleukin 10 and chemokine ligand 2), prostaglandin F2a (PGF2a ) and nitric oxide (NO) cardiac production, intense myocarditis and reactive tissue damage, which was directly correlated with the intensity of the inflammatory infiltrate and the degree of pathological cardiac remodelling.",Negative
MESH:D011125,adenomatous polyposis coli protein,155030,Gag,28134256,Here we report that the tumour suppressor adenomatous polyposis coli protein (APC) directs the localization and assembly of human immunodeficiency virus (HIV)-1 Gag polyprotein at distinct membrane components to enable the efficient production and spread of infectious viral particles.,Negative
MESH:C563733,Carotid intima-media thickness,404677,CIMT,28134279,UNASSIGNED: Carotid intima-media thickness (CIMT) is an established predictor of cardiovascular disease and stroke.,Negative
MESH:D009369,tumors,30951,PC-3,28136837,"Nude mice bearing PC-3 and DU-145 tumors were randomized to 5 groups (control, AN-162, DOX, somatostatin analog RC-160 as a control, and DOX + RC-160).",Negative
MESH:D011471,prostate cancer,30951,PC-3,28136837,METHODS: Expression of mRNA for the five subtypes of the somatostatin receptor in PC-3 and DU-145 human prostate cancer cell lines was evaluated by RT-PCR.,Negative
MESH:D018207,Angiomyolipoma,5546,pRCC,28136854,"RESULTS: Histology revealed ccRCC in 6 patients, pRCC in 4, OC in 2, Angiomyolipoma in 1, and unclassified type RCC in 2.",Negative
MESH:D009369,urothelial cancer,66593,Smac,28136864,"METHODS: A panel of 10 urothelial cancer cell lines was exposed to gemcitabine and cisplatin, a Smac mimetic, and the combination.",Negative
MESH:D013734,androgen receptor,2475,mTOR,28137014,101 Background: Increased androgen receptor (AR) and PI3K/Akt/mTOR signaling drive androgen-independent (AI) prostate cancer (PC) progression.,Negative
MESH:D009369,tumor,21926,TNF-alpha,28137091,"Tumor regression was associated with the production of the Th1-cytokines, IFN-gamma and TNF-alpha by tumor-infiltrating CD4+ and CD8+ T cells within 1 week of treatment initiation.",Negative
MESH:D002292,RCC,103573,CRM1,28137158,RESULTS: KPT-330 selectively attenuated CRM1 levels and caused dose-dependent toxicity (EC50 < 1   M) through apoptosis in all RCC cells.,Negative
MESH:D064420,toxicity,103573,CRM1,28137158,RESULTS: KPT-330 selectively attenuated CRM1 levels and caused dose-dependent toxicity (EC50 < 1   M) through apoptosis in all RCC cells.,Negative
MESH:D002292,RCC,22060,p53,28137158,KPT-330 increased p53 and p21 and confined them to the nucleus in both NHK and RCC cells.,Negative
MESH:D001010,balanopreputial separation,24835,tumor necrosis factor a,28137427,"The day of balanopreputial separation, sexual behavior, sexual organ weight, hypodermal adiposity, striatal dopamine and serotonin, serum testosterone, and tumor necrosis factor a (TNF-a) were evaluated.",Negative
MESH:D001523,sexual behavior,24835,tumor necrosis factor a,28137427,"The day of balanopreputial separation, sexual behavior, sexual organ weight, hypodermal adiposity, striatal dopamine and serotonin, serum testosterone, and tumor necrosis factor a (TNF-a) were evaluated.",Negative
